Organism,Phylym,Gender,Specie,Collection,Color of the mycelium,Pigmentation of the medium,Outline of the colony,Density of the mycelium,Aerial mycelium,Special structures,Exudates,Meiospores,Septa,Mitospores,Sporogenesis,Color of the mitospores,Form of the mitospores,Number of cells,Disposition of mitospores,Regroupment of mitospores,Color of the colony,Form of the blastospores,Photo genre,Photo micro genre,Dessus,Dessous,Photo micro
Filamentous,Ascomycète,Colletotrichum,graminicola,GEVES,Brown/black,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_graminicola,,
Filamentous,Ascomycète,Colletotrichum,coccodes,GEVES,Brown/black,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_coccodes,,micro_Colletotrichum_cocodes
Filamentous,Ascomycète,Colletotrichum,orbiculare,GEVES,Brown/black,,,,,,,,,,,,,,,,,,dessus_Colletotrichum_dematium,micro_Colletotrichum_lini,dessus_Colletotrichum_orbiculare,,
Filamentous,Ascomycète,Coniothyrium,minitans,GEVES,Brown/black,,,,,,,,,,,,,,,,,,dessus_Coniothyrium_minitans,micro_Coniothyrium_minitans,dessus_Coniothyrium_minitans,,micro_Coniothyrium_minitans
Filamentous,Ascomycète,Curvularia,lunata,FungiSem,White/grey,,,,,,,,,,,,,,,,,,dessus_Curvularia_lunata,micro_Curvularia_lunata,dessus_Curvularia_lunata,dessous_Curvularia_lunata,micro_Curvularia_lunata
Levuroïde,,Cystofilobasidium,macerans,FungiSem,,,,,,,,,,,,,,,,,Pink,Ovoid,dessus_Cystofilobasidium_macerans,micro_Cystofilobasidium_macerans,dessus_Cystofilobasidium_macerans,dessous_Cystofilobasidium_macerans,micro_Cystofilobasidium_macerans
Filamentous,Ascomycète,Diaporthe,phaseolorum,FungiSem,White/grey,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_phaseolorum ,,Peritheces_Diaporthe_phaseolorum
Filamentous,Ascomycète,Diaporthe,foeniculina,FungiSem,White/grey,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_foeniculina,,micro1_Diaporthe_foeniculina
Filamentous,Ascomycète,Diaporthe,melonis,GEVES,White/grey,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_melonis,,micro_Diaporthe_melonis
Filamentous,Ascomycète,Diaporthe,angelicae,GEVES,Brown/black,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_angelicae,,pycnides_Diaporthe_angelicae
Filamentous,Ascomycète,Diaporthe,helianthi,GEVES,White/grey,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_helianthi,,
Filamentous,Ascomycète,Diaporthe,baccae,FungiSem,Brown/black,,,,,,,,,,,,,,,,,,dessus_Diaporthe_angelicae,Peritheces_Diaporthe_phaseolorum,dessus_Diaporthe_baccae,,micro_Diaporthe_baccae
Filamentous,Ascomycète,Didymella,bryoniae,GEVES,Brown/black,,,,,,,,,,,,,,,,,,dessus_Didymella_bryoniae,micro_Dydimella_bryoniae,dessus_Didymella_bryoniae,,micro_Dydimella_bryoniae
Filamentous,Ascomycète,Diplodia,macrospora,GEVES,White/grey,,,,,,,,,,,,,,,,,,dessus_Diplodia_macrospora,micro_Diplodia_macrospora,dessus_Diplodia_macrospora,,micro_Diplodia_macrospora
Filamentous,Ascomycète,Diplodia,maydis,GEVES,White/grey,,,,,,,,,,,,,,,,,,dessus_Diplodia_maydis,micro_Diplodia_macrospora,dessus_Diplodia_maydis,,micro_Diplodia_maydis
Filamentous,Ascomycète,Epicoccum ,nigrum,FungiSem,Brown/black,Yes,regular,dense,No,No,No,No,Yes,Yes,Free,Dark,Dictyospore,3-7,Terminal,Solitaire,,,dessus_Epicoccum_nigrum,micro2_Epicoccum_nigrum,dessus_Epicoccum_nigrum,dessous_Epicoccum_nigrum,micro_Epicoccum_nigrum
Filamentous,Ascomycète,Exophiala,oligosperma,FungiSem,Brown/black,No,regular,dense,No,No,No,No,Yes,Yes,Free,Dark,Dictyospore,3-7,Terminal,Solitaire,,,dessus_Exophiala_oligosperma,micro_Exophiala_oligosperma,dessus_Exophiala_oligosperma,dessous_Exophiala_oligosperma,micro_Exophiala_oligosperma
Filamentous,Ascomycète,Fusarium,avenaceum,FungiSem,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_avenaceum,,conidies_Fusarium_avenaceum
Filamentous,Ascomycète,Fusarium,graminearum,FungiSem,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_graminearum,,conidies_Fusarium_graminearum
Filamentous,Ascomycète,Fusarium,tricinctum,FungiSem,White/pink,Yes,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_tricinctum,dessous_Fusarium_tricinctum,micro_Fusarium_tricinctum
Filamentous,Ascomycète,Fusarium,crookwellense,GEVES,White/pink,Yes,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_crookwellense,dessous_Fusarium_crookwellense,
Filamentous,Ascomycète,Fusarium,arthrosporïoides,FungiSem,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_arhtrosporioides,,micro_Fusarium_arhtrosporioides
Filamentous,Ascomycète,Fusarium,equiseti,FungiSem,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_equiseti,micro_Fusarium_equiseti,
Filamentous,Ascomycète,Fusarium,culmorum,FungiSem,White/pink,Yes,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_culmorum,dessous_Fusarium_culmorum,micro_Fusarium_culmorum
Filamentous,Ascomycète,Fusarium,graminearum,FungiSem,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,
Filamentous,Ascomycète,Fusarium,sambucinum,FungiSem,White/pink,Yes,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_sambucinum,dessous_Fusarium_sambucinum,micro_Fusarium_sambucinum
Filamentous,Ascomycète,Fusarium,moniliforme,FungiSem,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_moniliforme,,micro_Fusarium_moniliforme
Filamentous,Ascomycète,Fusarium,sporotrichoïdes,GEVES,White/pink,No,irregular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_sporotrichoïdes,,micro_Fusarium_sporotrichoïdes
Filamentous,Ascomycète,Fusarium,acuminatum,GEVES,Orange,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_acuminatum,,
Filamentous,Ascomycète,Fusarium,avenaceum,GEVES,Orange,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_avenaceum,,micro_Fusarium_avenaceum
Filamentous,Ascomycète,Fusarium,chlamydosporum,GEVES,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_chlamydosporum,,
Filamentous,Ascomycète,Fusarium,solani,GEVES,Brown/black,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_solani,,micro_Fusarium_solani
Filamentous,Ascomycète,Fusarium,oxysporum,GEVES,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_oxysporum,,micro_Fusarium_oxysporum
Filamentous,Ascomycète,Fusarium,redolens,FungiSem,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,,,micro_Fusarium_redolens
Filamentous,Ascomycète,Fusarium,poae,GEVES,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_poae,,micro_Fusarium_poae
Filamentous,Ascomycète,Fusarium,scirpi,GEVES,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_scirpi,,
Filamentous,Ascomycète,Fusarium,proliferatum,GEVES,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_proliferatum,,
Filamentous,Ascomycète,Fusarium,cerealis,GEVES,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_cerealis,,micro_Fusarium_cerealis
Filamentous,Ascomycète,Fusarium,anthophilum,GEVES,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_anthophilum,,
Filamentous,Ascomycète,Fusarium,langsethiae,GEVES,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_langsethiae,,micro_Fusarium_langsethiae
Filamentous,Ascomycète,Fusarium,semitectum,GEVES,White/pink,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Apparent,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Fusarium_graminearum,conidies_Fusarium_graminearum,dessus_Fusarium_semitectum,,micro_Fusarium_semitectum
Filamentous,Ascomycète,Geotrichum,sp.,GEVES,White/grey,,,,,,,,,,,,,,,,,,dessus_Geotrichum_sp.,,dessus_Geotrichum_sp.,,
Filamentous,Ascomycète,Helminthosporium,carbonum,GEVES,Brown/black,No,irregular,dense,Yes,No,No,No,Yes,Yes,Free,Dark,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_carbonum,,conidies_Helminthosporium_carbonum
Filamentous,Ascomycète,Helminthosporium,siccano,FungiSem,Brown/black,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Dark,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_siccano,dessous_Helminthosporium_siccano,micro_Helminthosporium_siccano
Filamentous,Ascomycète,Helminthosporium,oryzae,FungiSem,Brown/black,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Dark,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_oryzae,dessous_Helminthosporium_oryzae,micro_Helminthosporium_oryzae
Filamentous,Ascomycète,Helminthosporium,papaveris,GEVES,Brown/black,No,irregular,dense,Yes,No,No,No,Yes,Yes,Free,Dark,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_papaveris,,micro_Helminthosporium_papaveris
Filamentous,Ascomycète,Helminthosporium,gramineum,GEVES,,,,,,,,,Yes,Yes,Free,Dark,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,,,dessus_Helminthosporium_gramineum
Filamentous,Ascomycète,Helminthosporium,maydis,GEVES,Brown/black,No,irregular,dense,Yes,No,No,No,Yes,Yes,Free,Dark,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_maydis,,
Filamentous,Ascomycète,Helminthosporium,teres,GEVES,Brown/black,No,irregular,dense,Yes,No,No,No,Yes,Yes,Free,Dark,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_teres,,micro_Helminthosporium_teres
Filamentous,Ascomycète,Helminthosporium,dictyoïdes,GEVES,Brown/black,No,regular,dense,Yes,No,No,No,Yes,Yes,Free,Dark,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,dessus_Helminthosporium_dictyoïdes,,
Filamentous,Ascomycète,Helminthosporium,sativum,GEVES,,,,,,,,,Yes,Yes,Free,Dark,Phragmospore,3-7,Terminal,Solitaire,,,dessus_Helminthosporium_carbonum,conidies_Helminthosporium_carbonum,,,micro_Helminthosporium_sativum
Filamentous,Ascomycète,Hymenoscyphus,sp.,FungiSem,White/grey,No,regular,dense,No,No,No,No,,Yes,Free,Dark,Amérospore,1-1,,Group in bouquet,,,dessus_Hymenoscyphus_sp.,micro_Hymenoscyphus_sp.,dessus_Hymenoscyphus_sp.,dessous_Hymenoscyphus_sp.,micro_Hymenoscyphus_sp.
Filamentous,Ascomycète,Lecanicillium,aphanocladii,FungiSem,White/pink,Yes,regular,dense,No,No,No,No,,Yes,,,,,,,,,dessus_Lecanicillium_aphanocladii,,dessus_Lecanicillium_aphanocladii,dessous_Lecanicillium_aphanocladii,
Filamentous,Ascomycète,Leptosphaerulina,sp.,FungiSem,White/grey,,,,,,,,,,,,,,,,,,dessus_Leptosphaerulina_sp.,,dessus_Leptosphaerulina_sp.,dessous_Leptosphaerulina_sp.,
,Basidiomycète,Leucosporidium,golubevii,FungiSem,,,,,,,,,,,,,,,,,White/grey,,dessus_Leucosporidium_golubevii,micro_Leuosporidium_golubevii,dessus_Leucosporidium_golubevii,dessous_Leucosporidium_golubevii,micro_Leuosporidium_golubevii
Filamentous,Ascomycète,Microdochium,majus,GEVES,White/grey,No,regular,dense,No,Ponctuation,No,No,Yes,Yes,Acervule,Apparent,Amérospore,1-1,,Solitaire,,,dessus_Microdochium_majus,conidies_Microdochium_majus,dessus_Microdochium_majus,,conidies_Microdochium_majus
Filamentous,Ascomycète,Microdochium,nivale,GEVES,White/grey,No,regular,dense,No,Ponctuation,No,No,Yes,Yes,Acervule,Apparent,Amérospore,1-1,,Solitaire,,,dessus_Microdochium_majus,conidies_Microdochium_majus,dessus_Microdochium_nivale,,micro_Microdochium_nivale
Filamentous,Ascomycète,Microphomina,phaseolina,GEVES,Brown/black,,,,,,,,,,,,,,,,,,dessus_Microphomina_phaseolina,,dessus_Microphomina_phaseolina,,
Filamentous,Ascomycète,Monilia,sp.,GEVES,Orange,,,,,,,,,,,,,,,,,,dessus_Monilia_sp.,,dessus_Monilia_sp.,,
,Zygomycète,Mucor,hiemalis,FungiSem,White/grey,No,,,,,,,,Yes,Sporange,Apparent,Amérospore,1-1,,,,,dessus_Mucor_hiemalis,micro_Mucor_irregularis,dessus_Mucor_hiemalis,dessous_Mucor_hiemalis,micro_Mucor_hiemalis
,Zygomycète,Mucor,irregularis,FungiSem,White/grey,No,,,,,,,,Yes,Sporange,Apparent,Amérospore,1-1,,,,,dessus_Mucor_hiemalis,micro_Mucor_irregularis,dessus_Mucor_irregularis,dessous_Mucor_irregularis,micro2_Mucor_irregularis
,Zygomycète,Mucor,fragilis,FungiSem,White/grey,No,,,,,,,,Yes,Sporange,Apparent,Amérospore,1-1,,,,,dessus_Mucor_hiemalis,micro_Mucor_irregularis,dessus_Mucor_fragilis,dessous_Mucor_fragilis,micro_mucor_fragilis
,Deuteromycète,Mycocentrospora,acerina,GEVES,Brown/black,No,,,,,,,,,,,,,,,,,dessus_Mycocentrospora_acerina,,dessus_Mycocentrospora_acerina,,
Filamentous,Ascomycète,Mycosphaerella,pinodes,GEVES,Brown/black,Yes,,,,,,,,,,,,,,,,,dessus_Mycosphaerella_pinodes,,dessus_Mycosphaerella_pinodes,,
Filamentous,Ascomycète,Mycosphaerella (Zymoseptoria),graminicola (tritici),FungiSem,Brown/black,No,,,,,,,,,,,,,,,,,dessus_Mycosphaerella_pinodes,,dessus_Zymoseptoria_tritici,dessous_Zymoseptoria_tritici,micro_Zymospetoria_tritici
Filamentous,Ascomycète,Mycosphaerella,coacervata,FungiSem,Brown/black,No,,,,,,,,,,,,,,,,,dessus_Mycosphaerella_pinodes,,dessus_Mycosphaerella_coacervata,dessous_Mycosphaerella_coacervata,
Filamentous,Ascomycète,Neoaschochyta,cylindrispora,FungiSem,White/grey,No,,,,,,,,,,,,,,,,,dessus_Neoaschochyta_cylindrispora,micro_Neoaschochyta_cylindrispora,dessus_Neoaschochyta_cylindrispora,dessous_Neoaschochyta_cylindrispora,micro_Neoaschochyta_cylindrispora
Filamentous,Ascomycète,Nigrospora,sp.,GEVES,Brown/black,No,,,,,,,,,,,,,,,,,dessus_Nigrospora_sp.,micro_Nigrospora_sp.,dessus_Nigrospora_sp.,,micro_Nigrospora_sp.
Filamentous,Ascomycète,Ostracoderma,sp.,GEVES,White/grey,No,,,,,,,,,,,,,,,,,dessus_Ostracoderma_sp.,micro_Ostracoderma_sp.,dessus_Ostracoderma_sp.,,micro_Ostracoderma_sp.
Filamentous,Ascomycète,Penicillium,ochrochloron,FungiSem,Brown/black,No,regular,dense,No,No,No,No,Yes,Yes,Free,Claire,Amérospore ,1-1,Terminal,Group in bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_ochrochloron,dessous_Penicillium_ochrochloron,
Filamentous,Ascomycète,Penicillium,olsonii,FungiSem,Blue,No,regular,dense,No,No,No,No,Yes,Yes,Free,Claire,Amérospore ,1-1,Terminal,Group in bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_olsonii,dessous_Penicillium_olsonii,micro_Penicillium_olsonii
Filamentous,Ascomycète,Penicillium,biourgeianum,FungiSem,Blue,No,regular,dense,No,No,No,No,Yes,Yes,Free,Claire,Amérospore ,1-1,Terminal,Group in bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_biourgeianum,dessous_Penicillium_biourgeianum,micro_Penicillium_biourgeianum
Filamentous,Ascomycète,Penicillium,brevicompactum,FungiSem,Blue,No,regular,dense,No,No,No,No,Yes,Yes,Free,Claire,Amérospore ,1-1,Terminal,Group in bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_brevicompactum,dessous_Penicillium_brevicompactum,micro_Penicillium_brevicompactum
Filamentous,Ascomycète,Penicillium,cellarum,FungiSem,Blue,No,regular,dense,No,No,No,No,Yes,Yes,Free,Claire,Amérospore ,1-1,Terminal,Group in bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_cellarum,dessous_Penicillium_cellarum,micro_Penicillium_cellarum
Filamentous,Ascomycète,Penicillium,citrinum,FungiSem,White/grey,No,regular,dense,No,No,No,No,Yes,Yes,Free,Claire,Amérospore ,1-1,Terminal,Group in bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_citrinum,,
Filamentous,Ascomycète,Penicillium,commune,FungiSem,Blue,No,regular,dense,No,No,No,No,Yes,Yes,Free,Claire,Amérospore ,1-1,Terminal,Group in bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_commune,dessous_Penicillium_commune,micro_Penicillium_commune
Filamentous,Ascomycète,Penicillium,crustosum,FungiSem,Blue,No,regular,dense,No,No,No,No,Yes,Yes,Free,Claire,Amérospore ,1-1,Terminal,Group in bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_crustosum,dessous_Penicillium_crustosum,micro_Penicillium_crustosum
Filamentous,Ascomycète,Penicillium,manginii,FungiSem,White/grey,Yes,regular,dense,No,No,No,No,Yes,Yes,Free,Claire,Amérospore ,1-1,Terminal,Group in bouquet,,,dessus_Penicillium_commune,micro_Penicillium_cellarum,dessus_Penicillium_manginii,dessous_Penicillium_manginii,micro_Penicillium_manginii
Filamentous,Ascomycète,Peniophora,lycii,FungiSem,White/grey,No,,,,,,,,,,,,,,,,,dessus_Peniophora_lycii,,dessus_Peniophora_lycii,dessous_Peniophora_lycii,
,Basidiomycète,Phlebia,tremellosa,FungiSem,White/grey,No,,,,,,,,,,,,,,,,,dessus_Phlebia_tremellosa,micro_Phlebia_tremellosa,dessus_Phlebia_tremellosa,,micro_Phlebia_tremellosa
Filamentous,Ascomycète,Phoma,exigua,GEVES,Brown/black,No,regular,dense,No,Ponctuation,No,No,Yes,Yes,Pycnide,Apparent,Amérospore,1-1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_exigua,,micro_Phoma_exigua
Filamentous,Ascomycète,Phoma,valerianellae,GEVES,Brown/black,No,regular,dense,No,Ponctuation,No,No,Yes,Yes,Pycnide,Apparent,Amérospore,1-1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_valerianellae,,micro_Phoma_valerianellae
Filamentous,Ascomycète,Phoma,pinodella,GEVES,Brown/black,No,regular,dense,No,Ponctuation,No,No,Yes,Yes,Pycnide,Apparent,Amérospore,1-1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_pinodella,,
Filamentous,Ascomycète,Phoma,betae,GEVES,Brown/black,No,regular,dense,No,Ponctuation,No,No,Yes,Yes,Pycnide,Apparent,Amérospore,1-1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,,,
Filamentous,Ascomycète,Phoma,lingam,GEVES,Brown/black,No,regular,dense,No,Ponctuation,No,No,Yes,Yes,Pycnide,Apparent,Amérospore,1-1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_lingam,,pycnides_Phoma_lingam
Filamentous,Ascomycète,Phoma,hennebergii,GEVES,Brown/black,No,regular,dense,No,Ponctuation,No,No,Yes,Yes,Pycnide,Apparent,Amérospore,1-1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_hennebergii,,
Filamentous,Ascomycète,Phoma ,betae,GEVES,Brown/black,No,regular,dense,No,Ponctuation,No,No,Yes,Yes,Pycnide,Apparent,Amérospore,1-1,,Solitaire,,,dessus_Phoma_exigua,conidies_Phoma_betae,dessus_Phoma_betae,,conidies_Phoma_betae
,Oomycètes,Phytophtora,infestans,GEVES,,Yes,,,,,,,,,,,,,,,,,dessus_Phytophtora_infestans,micro_Phytophtora_infestans,dessus_Phytophtora_infestans,,micro_Phytophtora_infestans
Filamentous,Ascomycète,Pleiochaeta,sp.,GEVES,,,,,,,,,,,,,,,,,,,,dessus_Pleiochaeta_sp.,,,dessus_Pleiochaeta_sp.
Filamentous,Ascomycète,Preussia,minima,FungiSem,Orange,No,irregular,,,,,,,,,,,,,,,,dessus_Preussia_minima,micro_Preussia_minima,dessus_Preussia_minima,dessous_Preussia_minima,micro_Preussia_minima
,Oomycète,Pythium,myriotylum,GEVES,,,,,,,,,,,,,,,,,,,dessus_Pythium_myriotylum,micro2_Pythium_myriotylum,dessus_Pythium_myriotylum,,micro_Pythium_myriotylum
,Oomycète,Pythium,ultimum,FungiSem,,,,,,,,,,,,,,,,,,,dessus_Pythium_myriotylum,micro2_Pythium_myriotylum,dessus_Pythium_ultimum,,
,Oomycète,Pythium,torulosum,FungiSem,,,,,,,,,,,,,,,,,,,,,,,
,Basidiomycète,Rhizoctonia,solani,GEVES,White/grey,No,regular,dense,Yes,Sclérote,No,No,Yes,No,,,,,,,,,dessus_Rhizoctonia_solani,micro_Rhizoctonia_solani,dessus_Rhizoctonia_solani,,micro_Rhizoctonia_solani
,Zygomycète,Rhizopus,sp.,GEVES,,,,,,,,,,,,,,,,,,,dessus_Rhizopus_sp.,Rhizoides_Rhizopus_sp.,dessus_Rhizopus_sp.,,micro_Rhizopus_sp.
Levuroïde,,Rhodosporidiobolus,colostri,FungiSem,,,,,,Rhizoïdes,,,,,,,,,,,Pink,Ovoid,dessus_Rhodosporidiobolus_colostri ,micro_Rhodosporidiobolus_colostri,dessus_Rhodosporidiobolus_colostri ,dessous_Rhodosporidiobolus_colostri ,micro_Rhodosporidiobolus_colostri
Filamentous,Ascomycète,Sclerotinia,sclerotiorum,FungiSem,,,,,,,,,,,,,,,,,,,dessus_Sclerotinia_sclerotiorum,,dessus_Sclerotinia_sclerotiorum,dessous_Sclerotinia_sclerotiorum,
Filamentous,Ascomycète,Sclerotinia,minor,GEVES,White/grey,,,,,,,,,,,,,,,,,,dessus_Sclerotinia_minor,,dessus_Sclerotinia_minor,,
Filamentous,Ascomycète,Sclerotinia,cepivorum,GEVES,White/grey,,,,,,,,,,,,,,,,,,dessus_Sclerotinia_cepivorum,binoculaire_Sclerotinia_cepivorum,dessus_Sclerotinia_cepivorum,,binoculaire_Sclerotinia_cepivorum
Filamentous,Ascomycète,Septoria,nodorum,GEVES,White/grey,,,,,,,,,,,,,,,,,,dessus_Septoria_apiicola,micro_Septoria_nodorum ,,,micro_Septoria_nodorum
Filamentous,Ascomycète,Septoria,apiicola,GEVES,White/grey,,,,,,,,,,,,,,,,,,dessus_Septoria_apiicola,micro_Septoria_apiicola,dessus_Septoria_apiicola,,micro_Septoria_apiicola
Filamentous,Ascomycète,Septoria,helianthi,GEVES,,,,,,,,,,,,,,,,,,,dessus_Septoria_apiicola,micro_Septoria_helianthi,,,micro_Septoria_helianthi
Filamentous,Ascomycète,Septoria,tritici,GEVES,,,,,,,,,,,,,,,,,,,dessus_Septoria_apiicola,micro_Septoria_tritici,,,micro_Septoria_tritici
